"nome","uf","%homem_ver","%branco_ver","%homem_pop","%branco_pop"
"Rio das Pedras","SP",77.8,100,50.55,64.4
"Dona Inês","PB",88.9,66.7,50.18,31.13
"Cruzeta","RN",55.6,88.9,49.03,53.35
"Candói","PR",100,88.9,50.4,53.38
"Itaguaçu","ES",88.9,88.9,50.92,53.38
"Montadas","PB",88.9,77.8,49.74,42.28
"Dores de Campos","MG",77.8,100,49.62,64.52
"Moiporá","GO",88.9,88.9,50.99,53.43
"Açucena","MG",88.9,55.6,50.88,20.13
"Pindoretama","CE",54.5,63.6,49.99,28.15
"Bernardo do Mearim","MA",77.8,66.7,49.58,31.29
"Ibirajuba","PE",88.9,77.8,50.32,42.41
"Santa Luzia do Pará","PA",90.9,54.5,50.89,19.18
"Planura","MG",88.9,88.9,52.49,53.59
"Paula Cândido","MG",88.9,77.8,50.62,42.51
"Jundiaí do Sul","PR",77.8,100,50.63,64.72
"Paranapuã","SP",77.8,100,51.11,64.72
"Serra da Raiz","PB",100,66.7,49.78,31.43
"Grajaú","MA",100,60,51.05,24.75
"Imbé de Minas","MG",66.7,77.8,51.26,42.56
"Eldorado","SP",88.9,77.8,51.08,42.57
"Tianguá","CE",86.7,66.7,49.61,31.48
"Palmas","PR",92.3,92.3,49.39,57.09
"Santa Rita do Itueto","MG",88.9,77.8,51.41,42.67
"Monte Carlo","SC",77.8,100,50.9,64.87
"Urandi","BA",90.9,63.6,50.6,28.54
"Macaparana","PE",81.8,72.7,48.76,37.64
"Nova Canaã do Norte","MT",100,77.8,53.21,42.75
"São Sebastião do Oeste","MG",77.8,100,52.2,64.96
"Belmiro Braga","MG",88.9,77.8,50.6,42.79
"Itabi","SE",77.8,66.7,49.84,31.72
"Itambaracá","PR",88.9,100,50.16,65.04
"Aguanil","MG",100,100,50.84,65.05
"Santa Quitéria do Maranhão","MA",63.6,54.5,50.48,19.58
"Capela Nova","MG",88.9,100,49.06,65.09
"Itirapuã","SP",66.7,88.9,50.95,54.01
"Tibau do Sul","RN",88.9,66.7,50.58,31.81
"Barra do Quaraí","RS",88.9,100,53.04,65.13
"Nova Granada","SP",88.9,100,50.36,65.2
"Alto Rio Doce","MG",100,88.9,50.19,54.12
"Avanhandava","SP",88.9,88.9,55.25,54.13
"São José de Mipibu","RN",76.9,69.2,49.89,34.44
"Arneiroz","CE",77.8,66.7,50.33,31.96
"Abaeté","MG",88.9,88.9,49.49,54.18
"Ocauçu","SP",100,100,51.33,65.29
"Jardim do Seridó","RN",88.9,100,48.59,65.32
"Cabo Verde","MG",100,100,53.91,65.33
"Graça Aranha","MA",100,55.6,49.36,20.94
"Chácara","MG",77.8,100,50.5,65.37
"Santa Teresa","ES",90.9,100,50.02,65.41
"Murici","AL",90.9,63.6,49.71,29.02
"Itatiaiuçu","MG",77.8,77.8,50.8,43.23
"Guarará","MG",88.9,88.9,49.63,54.36
"Caraúbas","RN",81.8,72.7,48.88,38.17
"Ituverava","SP",84.6,100,48.78,65.48
"Campo Erê","SC",66.7,100,50.01,65.57
"São Joaquim","SC",100,100,50.11,65.58
"Apodi","RN",92.3,76.9,49.98,42.5
"Curral Velho","PB",88.9,66.7,52.06,32.34
"Santo Antônio do Paraíso","PR",100,100,49.83,65.66
"General Carneiro","MT",100,55.6,52.6,21.29
"Nova Soure","BA",90.9,54.5,50.26,20.19
"Água Clara","MS",66.7,77.8,52.31,43.49
"Cataguases","MG",93.3,93.3,49.05,59
"Pedra Branca","CE",84.6,61.5,49.41,27.2
"Sud Mennucci","SP",88.9,88.9,50.33,54.62
"Cuité","PB",90.9,72.7,49.22,38.43
"Taquaral","SP",100,100,50.37,65.77
"Galiléia","MG",88.9,66.7,48.99,32.47
"Ibiúna","SP",86.7,100,50.85,65.82
"Queiroz","SP",88.9,77.8,50.71,43.63
"Arcoverde","PE",50,70,47.05,35.85
"Braúnas","MG",100,66.7,48.97,32.56
"Fernão","SP",88.9,100,50.8,65.9
"Piumhi","MG",88.9,100,49.71,65.92
"Lourdes","SP",77.8,100,52.02,65.93
"Rio Bonito do Iguaçu","PR",88.9,100,51.67,65.94
"Guariba","SP",63.6,81.8,50.48,47.79
"Resende Costa","MG",100,100,49.23,66.01
"Sambaíba","MA",77.8,44.4,52.74,10.41
"Arapuã","PR",88.9,100,49.54,66.02
"Itajá","GO",77.8,88.9,49.55,54.92
"Guaporema","PR",77.8,88.9,51.15,54.93
"Assunção","PB",88.9,66.7,50.51,32.77
"Quirinópolis","GO",69.2,84.6,50.75,50.69
"São Sebastião do Paraíso","MG",90,100,49.53,66.11
"Xambioá","TO",88.9,55.6,51.44,21.72
"Cosmópolis","SP",83.3,91.7,49.99,57.89
"Nova Aurora","GO",100,100,52.09,66.2
"Ibatiba","ES",100,88.9,50.47,55.11
"Quintana","SP",77.8,88.9,49.45,55.13
"Betânia do Piauí","PI",77.8,66.7,51.75,32.93
"Davinópolis","GO",88.9,88.9,52.63,55.16
"Bela Vista da Caroba","PR",88.9,100,51.15,66.26
"Icém","SP",77.8,88.9,50.86,55.17
"Onda Verde","SP",88.9,88.9,51.31,55.18
"Itaiçaba","CE",88.9,66.7,49.78,33.01
"Amparo de São Francisco","SE",88.9,55.6,49.89,21.93
"Cachoeira da Prata","MG",77.8,66.7,47.02,33.03
"Arapoti","PR",100,100,50.08,66.35
"Timóteo","MG",93.3,73.3,48.24,39.67
"Santa Maria do Suaçuí","MG",100,55.6,49.7,22.05
"Almino Afonso","RN",100,77.8,51.26,44.26
"João Pessoa","PB",88.9,77.8,46.69,44.28
"Platina","SP",88.9,100,52.01,66.51
"Antônio Prado de Minas","MG",88.9,88.9,51.53,55.42
"Doresópolis","MG",100,100,51.88,66.53
"Alegre","ES",92.3,84.6,49.68,51.16
"Sento Sé","BA",92.3,53.8,51.51,20.38
"São Cristovão do Sul","SC",100,100,56.86,66.62
"Fernandes Pinheiro","PR",88.9,100,51.23,66.64
"Serra Negra do Norte","RN",77.8,77.8,50.21,44.44
"Piedade de Caratinga","MG",88.9,77.8,51.32,44.47
"São José de Ubá","RJ",66.7,77.8,49.95,44.48
"Mombuca","SP",88.9,100,50.92,66.69
"Gracho Cardoso","SE",77.8,66.7,51.18,33.39
"Lunardelli","PR",88.9,100,49.59,66.71
"Sapeaçu","BA",90.9,45.5,48.1,12.22
"Arceburgo","MG",88.9,100,51.68,66.73
"Campos Altos","MG",77.8,88.9,51.13,55.64
"Arraial do Cabo","RJ",100,88.9,49.17,55.67
"Mangueirinha","PR",90.9,90.9,49.5,57.67
"São João Nepomuceno","MG",100,88.9,48.61,55.73
"Parelhas","RN",72.7,100,48.94,66.83
"Valparaíso","SP",100,81.8,54.98,48.63
"Arco-Íris","SP",100,88.9,50.44,55.79
"Itiruçu","BA",100,55.6,49.17,22.49
"Juarina","TO",66.7,55.6,52.71,22.5
"Santa Rita do Tocantins","TO",88.9,55.6,52.11,22.51
"Iaras","SP",77.8,88.9,65.81,55.83
"Santa Isabel do Ivaí","PR",100,88.9,50.08,55.86
"Vera Cruz","RN",88.9,77.8,49.96,44.76
"Inhapi","AL",90.9,54.5,49.23,21.48
"Astorga","PR",81.8,100,49.16,66.98
"Guapé","MG",88.9,100,52.49,67.01
"Canavieira","PI",44.4,44.4,51.75,11.43
"Conceição da Barra de Minas","MG",100,77.8,52.18,44.87
"Amarante","PI",90.9,45.5,48.54,12.58
"Pompéia","SP",90.9,90.9,49.05,57.99
"Reginópolis","SP",77.8,100,63.92,67.09
"Aracati","CE",87.5,62.5,49.37,29.63
"Nova Aurora","PR",66.7,100,49.12,67.13
"Dirce Reis","SP",88.9,100,51.81,67.14
"Monte Alegre dos Campos","RS",66.7,100,53.55,67.18
"Guaraqueçaba","PR",100,88.9,53.06,56.12
"Boa Vista da Aparecida","PR",100,100,50.49,67.22
"Renascença","PR",77.8,100,50.31,67.22
"Álvaro de Carvalho","SP",100,77.8,63.63,45.03
"Santa Cruz do Piauí","PI",88.9,55.6,49.33,22.85
"Cachoeira Dourada","GO",88.9,77.8,50.56,45.08
"São José da Bela Vista","SP",88.9,88.9,51.3,56.19
"Palmelo","GO",77.8,77.8,49.21,45.1
"Vassouras","RJ",92.3,76.9,47.63,44.24
"Rio Preto","MG",100,88.9,50.47,56.25
"Angicos","RN",66.7,66.7,48.97,34.05
"Ubirajara","SP",100,100,51.59,67.38
"Porto Xavier","RS",88.9,100,50.2,67.38
"Dores do Rio Preto","ES",88.9,100,50.43,67.38
"Igaratinga","MG",100,88.9,51.52,56.3
"Juiz de Fora","MG",89.5,89.5,47.27,56.93
"Califórnia","PR",100,100,50.2,67.43
"Presidente Alves","SP",77.8,100,49.43,67.43
"Viana","ES",100,63.6,51.06,31.04
"São Domingos","SE",88.9,55.6,49.57,23.04
"Iacri","SP",77.8,88.9,50.62,56.35
"Caratinga","MG",94.1,76.5,48.89,43.96
"Jacupiranga","SP",88.9,88.9,51.01,56.37
"Castro Alves","BA",90.9,45.5,48.28,12.97
"Doutor Severiano","RN",77.8,77.8,49.18,45.27
"Natalândia","MG",88.9,66.7,52.93,34.18
"Barroquinha","CE",77.8,55.6,50.57,23.08
"Alfredo Chaves","ES",100,100,50.9,67.48
"Nova Viçosa","BA",92.3,53.8,50.36,21.29
"Indianópolis","PR",88.9,100,50.87,67.53
"Espírito Santo","RN",44.4,66.7,50.78,34.25
"São Roberto","MA",66.7,55.6,51.89,23.18
"São Bento do Una","PE",86.7,73.3,49.89,40.9
"Cacimba de Dentro","PB",72.7,63.6,49.06,31.22
"Curral Novo do Piauí","PI",77.8,55.6,51.98,23.23
"Cedro","CE",81.8,72.7,49.37,40.35
"Nova América da Colina","PR",66.7,100,50.86,67.65
"Dumont","SP",88.9,100,50.3,67.67
"Populina","SP",100,100,50.65,67.68
"Frei Rogério","SC",88.9,100,52.06,67.7
"Castelândia","GO",100,66.7,52.72,34.41
"São Bento Abade","MG",88.9,66.7,52.11,34.41
"Nova Castilho","SP",88.9,100,49.42,67.73
"Araçagi","PB",90.9,72.7,49.78,40.44
"Corinto","MG",90.9,54.5,49.18,22.25
"Santana do Manhuaçu","MG",88.9,66.7,51.19,34.48
"São Salvador do Tocantins","TO",100,44.4,51.07,12.2
"Santa Cruz de Salinas","MG",88.9,66.7,51.72,34.52
"Tibau","RN",100,66.7,50.09,34.55
"Pracinha","SP",88.9,88.9,72.78,56.75
"Itariri","SP",81.8,81.8,50.38,49.65
"São Sebastião do Umbuzeiro","PB",88.9,66.7,49.95,34.62
"Regeneração","PI",81.8,45.5,48.93,13.44
"Passira","PE",100,72.7,48.83,40.71
"Japoatã","SE",88.9,55.6,50.1,23.62
"Galinhos","RN",77.8,66.7,51.64,34.74
"Laranjal","PR",88.9,88.9,50.88,56.97
"Irupi","ES",90,90,51.44,58.07
"Iporã","PR",100,88.9,49.35,56.99
"Lutécia","SP",88.9,88.9,49.89,57
"Floresta","PE",92.3,53.8,49.28,21.95
"Itaocara","RJ",90.9,100,48.88,68.16
"Ecoporanga","ES",100,54.5,49.83,22.67
"Dois Irmãos das Missões","RS",100,100,50.07,68.2
"Mário Campos","MG",77.8,66.7,50.34,34.92
"Varjão","GO",88.9,77.8,50.61,46.02
"Sertaneja","PR",66.7,100,49.79,68.23
"Serra do Mel","RN",88.9,66.7,52.42,34.94
"Ipueiras","CE",84.6,61.5,48.95,29.77
"Carangola","MG",92.3,84.6,48.59,52.88
"Viradouro","SP",88.9,100,50.38,68.34
"Castro","PR",92.3,100,49.77,68.38
"Carmo de Minas","MG",100,88.9,50.15,57.29
"São Sebastião da Grama","SP",66.7,100,50.96,68.4
"Mataraca","PB",66.7,66.7,49.82,35.13
"Carmo","RJ",72.7,81.8,49.33,50.26
"Japira","PR",100,100,51.78,68.47
"Bom Jardim","RJ",81.8,100,50.21,68.47
"Sumidouro","RJ",88.9,100,51.36,68.48
"Goianá","MG",100,77.8,50.42,46.3
"São João d'Aliança","GO",88.9,55.6,51.42,24.12
"Nova Ubiratã","MT",88.9,77.8,55.67,46.32
"Rio Novo","MG",88.9,88.9,50.2,57.48
"Tapira","PR",77.8,88.9,50,57.49
"Adrianópolis","PR",77.8,77.8,51.73,46.39
"Rio do Antônio","BA",88.9,77.8,50.23,46.41
"Piquerobi","SP",88.9,88.9,49.56,57.53
"São Julião","PI",77.8,66.7,49.85,35.35
"Itabaiana","SE",92.9,71.4,48.86,40.07
"Buritama","SP",90.9,100,50.15,68.67
"Caputira","MG",88.9,66.7,51.38,35.4
"Simão Pereira","MG",77.8,66.7,49.19,35.4
"Matipó","MG",90.9,63.6,49.48,32.33
"Maracaí","SP",88.9,100,49.98,68.82
"Corumbá","MS",100,60,50.42,28.83
"Alto Piquiri","PR",88.9,77.8,50.39,46.65
"Três Barras","SC",72.7,100,49.96,68.86
"Faxinal","PR",66.7,100,49.19,68.87
"Sítio Novo","RN",55.6,77.8,50.64,46.71
"Ilha de Itamaracá","PE",88.9,55.6,57.41,24.54
"Santa Rita","PB",84.2,63.2,48.31,32.17
"Alto Parnaíba","MA",88.9,44.4,50.79,13.38
"Caçador","SC",84.6,100,49.52,68.98
"Saudade do Iguaçu","PR",77.8,100,50.46,68.99
"Cipotânea","MG",100,88.9,51.12,57.9
"Pau d'Arco","TO",55.6,55.6,53.6,24.61
"Matão","SP",81.8,100,49.53,69.07
"Garça","SP",76.9,92.3,48.64,61.39
"Bom Jesus do Itabapoana","RJ",100,84.6,48.56,53.72
"Cravinhos","SP",100,100,50.14,69.12
"Itaí","SP",88.9,100,53.15,69.13
"Rio Bom","PR",88.9,100,52.25,69.14
"Jaguariaíva","PR",84.6,100,49.35,69.15
"Tapejara","PR",77.8,88.9,50.04,58.06
"Anhanguera","GO",100,77.8,50.59,46.96
"Colônia do Piauí","PI",88.9,44.4,49.79,13.57
"Ubaporanga","MG",77.8,66.7,50.54,35.89
"Adustina","BA",81.8,63.6,50.36,32.8
"Santana do Mundaú","AL",66.7,66.7,50.09,35.9
"Tomazina","PR",100,100,51.53,69.2
"Bertioga","SP",88.9,77.8,50.01,47
"São Domingos do Prata","MG",90.9,63.6,48.63,32.84
"São João de Iracema","SP",88.9,88.9,50.45,58.15
"Terra Nova","PE",100,55.6,50.91,24.85
"Itatim","BA",88.9,55.6,49.94,24.87
"Emilianópolis","SP",55.6,88.9,50.23,58.21
"Macuco","RJ",100,77.8,47.98,47.12
"Ribeirão dos Índios","SP",100,88.9,49.79,58.25
"Coronel Ezequiel","RN",66.7,66.7,50.82,36.06
"Botumirim","MG",88.9,55.6,52.25,24.97
"Braganey","PR",88.9,100,51.25,69.38
"Candeias","MG",100,100,51.09,69.39
"Tiradentes","MG",100,88.9,49.42,58.32
"Magalhães de Almeida","MA",90.9,54.5,51.05,23.92
"Primavera","PE",100,66.7,51.21,36.14
"Silveiras","SP",88.9,100,50.69,69.46
"Lagoa de Velhos","RN",55.6,66.7,51.24,36.17
"Riacho da Cruz","RN",77.8,66.7,51.09,36.18
"Bom Jesus da Penha","MG",100,100,52.02,69.49
"Dona Euzébia","MG",100,77.8,50.62,47.31
"São Rafael","RN",88.9,77.8,50.92,47.32
"Guzolândia","SP",100,88.9,51.24,58.44
"Brejinho","PE",100,66.7,49.38,36.24
"Elói Mendes","MG",90.9,90.9,49.52,60.48
"Lidianópolis","PR",66.7,88.9,49.38,58.49
"Catas Altas da Noruega","MG",88.9,55.6,50.87,25.19
"Buritizal","SP",66.7,100,51.15,69.63
"Bom Jardim da Serra","SC",88.9,88.9,51.26,58.54
"Ladainha","MG",100,45.5,49.38,15.14
"Fortaleza de Minas","MG",100,100,51.27,69.67
"Águas de Chapecó","SC",77.8,100,51.13,69.67
"Rincão","SP",88.9,88.9,50.36,58.58
"Santana do Matos","RN",88.9,66.7,49.74,36.4
"Palmeira","SC",88.9,100,51.45,69.7
"Aparecida do Taboado","MS",100,88.9,49.96,58.61
"São José do Peixe","PI",77.8,44.4,50.95,14.11
"Arapeí","SP",77.8,88.9,50.34,58.64
"Ribeirão Preto","SP",96.3,100,47.99,69.76
"Brejo Santo","CE",76.9,61.5,48.5,31.27
"Carandaí","MG",81.8,81.8,49.52,51.58
"Rio Sono","TO",66.7,44.4,54.03,14.18
"Presidente Vargas","MA",77.8,44.4,50.95,14.19
"Dracena","SP",84.6,100,49.48,69.8
"Vera Cruz do Oeste","PR",100,88.9,49.16,58.71
"Campo Alegre de Goiás","GO",88.9,77.8,51.29,47.61
"Diamante do Sul","PR",88.9,100,51.17,69.83
"Curitibanos","SC",84.6,100,49.06,69.83
"Camacho","MG",88.9,100,52.79,69.85
"São Gonçalo do Sapucaí","MG",90.9,90.9,49.88,60.76
"Ipaussu","SP",77.8,100,50.45,69.87
"Estrela Dalva","MG",77.8,77.8,49.92,47.69
"Caraúbas","PB",88.9,66.7,50.58,36.6
"São Bento do Norte","RN",55.6,55.6,51.23,25.51
"Petrópolis","RJ",93.3,93.3,47.65,63.22
"Fruta de Leite","MG",88.9,55.6,50.91,25.54
"Ametista do Sul","RS",66.7,100,50.96,69.94
"Lins","SP",93.3,93.3,48.55,63.26
"Santo Antônio de Pádua","RJ",92.3,84.6,49.18,54.56
"São João do Manhuaçu","MG",77.8,66.7,50.89,36.67
"Ibaretama","CE",77.8,55.6,51.59,25.58
"Tamboara","PR",100,100,49.51,70
"São José do Vale do Rio Preto","RJ",77.8,100,50.1,70
"Anahy","PR",66.7,88.9,50.07,58.94
"Capetinga","MG",88.9,100,52.77,70.04
"Lagoa Real","BA",66.7,77.8,51.67,47.85
"Barbalha","CE",100,53.3,48.63,23.36
"Sapopema","PR",88.9,100,52.06,70.07
"Santa Maria Madalena","RJ",100,77.8,51.11,47.9
"Liberdade","MG",100,100,50.52,70.11
"Nova Campina","SP",77.8,100,51.03,70.12
"Turvo","PR",100,100,50.54,70.13
"Passos Maia","SC",55.6,88.9,50.64,59.03
"Mariana","MG",93.3,60,49.03,30.14
"Camalaú","PB",77.8,66.7,49.4,36.88
"Três Rios","RJ",100,73.3,47.8,43.53
"Portelândia","GO",66.7,77.8,51.73,48.03
"Talismã","TO",88.9,55.6,52.73,25.84
"São José da Varginha","MG",88.9,77.8,50.81,48.07
"Biritiba-Mirim","SP",100,92.3,50.44,62.62
"Limeira do Oeste","MG",88.9,77.8,51.26,48.13
"Colômbia","SP",77.8,77.8,51.15,48.13
"Tracunhaém","PE",88.9,55.6,48.74,25.94
"São Sebastião de Lagoa de Roça","PB",88.9,66.7,49.12,37.07
"Campos Gerais","MG",100,90.9,50.96,61.29
"Gastão Vidigal","SP",88.9,88.9,54.81,59.29
"Craíbas","AL",90.9,63.6,49.28,33.99
"Lagamar","MG",100,88.9,51.54,59.3
"Tupãssi","PR",88.9,100,50.66,70.41
"Caturité","PB",100,77.8,50.63,48.23
"Pitangueiras","PR",88.9,88.9,51.21,59.35
"São João Batista","MA",81.8,54.5,50.86,24.95
"Pontes e Lacerda","MT",72.7,72.7,50.53,43.19
"Riachuelo","RN",77.8,55.6,50.37,26.09
"Cabrobó","PE",84.6,53.8,48.75,24.31
"Alto Taquari","MT",88.9,77.8,52.99,48.33
"Guaraci","SP",100,88.9,50.96,59.44
"Sertãozinho","SP",82.4,88.2,49.69,58.75
"Buriti Alegre","GO",88.9,88.9,50.09,59.47
"Santa Isabel","GO",77.8,66.7,51.71,37.28
"São Sebastião","SP",100,83.3,49.89,53.88
"Canto do Buriti","PI",90.9,54.5,49.72,25.1
"Jarinu","SP",90.9,90.9,50.34,61.52
"Anicuns","GO",90.9,72.7,51.42,43.33
"Santa Efigênia de Minas","MG",77.8,55.6,49.24,26.24
"Paranapanema","SP",100,100,50.89,70.66
"Jenipapo de Minas","MG",77.8,44.4,51.46,15.06
"Santana do Cariri","CE",90.9,54.5,50.32,25.17
"Descoberto","MG",77.8,88.9,50.5,59.58
"Jaguaré","ES",90.9,63.6,50.52,34.29
"Santa Lúcia","SP",100,88.9,50.07,59.61
"Cunha","SP",100,100,51.06,70.71
"Várzea da Roça","BA",88.9,66.7,50.66,37.41
"Iguatemi","MS",66.7,88.9,49.93,59.62
"Campina do Monte Alegre","SP",77.8,100,51.25,70.72
"Taquarussu","MS",77.8,66.7,51.36,37.44
"Entre Folhas","MG",88.9,66.7,49.66,37.45
"Guaraíta","GO",66.7,66.7,49.96,37.46
"Vargem Grande do Sul","SP",100,100,49.63,70.83
"Birigui","SP",94.1,100,48.81,70.83
"Alagoa","MG",66.7,100,51.97,70.84
"São João do Pau d'Alho","SP",77.8,100,50.26,70.85
"Brejinho","RN",77.8,66.7,50.1,37.56
"Major Sales","RN",55.6,66.7,49.46,37.61
"Campo do Tenente","PR",88.9,88.9,51.59,59.82
"Antônio Martins","RN",66.7,77.8,50.59,48.72
"Analândia","SP",88.9,100,51.32,70.93
"Segredo","RS",100,100,51.66,70.96
"Petrolina","PE",91.3,60.9,48.73,31.86
"Araçaí","MG",77.8,55.6,48.28,26.57
"Tarabai","SP",88.9,77.8,49.84,48.78
"Ibaiti","PR",77.8,100,50.34,70.98
"Guatambú","SC",77.8,100,52.81,70.98
"São Sebastião do Passé","BA",100,38.5,49.13,9.49
"União Paulista","SP",88.9,88.9,51.84,59.91
"Serrita","PE",90.9,54.5,50.18,25.56
"Laranjal","MG",100,100,50.33,71.06
"Américo Brasiliense","SP",84.6,84.6,50.27,55.67
"São Domingos","SC",55.6,100,50.36,71.08
"Itapecuru Mirim","MA",86.7,46.7,49.95,17.79
"Engenheiro Beltrão","PR",88.9,88.9,49.81,60
"Jandaia do Sul","PR",77.8,100,48.74,71.1
"Chapadinha","MA",66.7,53.3,49.41,24.4
"Erebango","RS",77.8,100,50.17,71.11
"São Pedro","RN",88.9,55.6,50.87,26.74
"Paineiras","MG",100,88.9,50.36,60.05
"Coronel Vivida","PR",88.9,100,48.83,71.15
"Santa Terezinha do Tocantins","TO",100,55.6,51.25,26.76
"São Jorge d'Oeste","PR",88.9,100,50.04,71.17
"Apicum-Açu","MA",72.7,45.5,52.25,16.67
"Ouro Preto","MG",93.3,60,48.77,31.18
"Itarumã","GO",88.9,77.8,52.67,48.98
"Anhembi","SP",77.8,100,51.46,71.18
"Liberato Salzano","RS",88.9,100,51.02,71.19
"Passa Tempo","MG",88.9,100,50.42,71.26
"Campo Grande","MS",93.1,79.3,48.47,50.58
"Mimoso de Goiás","GO",100,55.6,53.15,26.93
"Fontoura Xavier","RS",77.8,100,50.95,71.33
"Campo do Meio","MG",100,88.9,50.79,60.26
"Itueta","MG",100,77.8,50.81,49.16
"Campanha","MG",90.9,90.9,50.28,62.28
"Vargem Grande do Rio Pardo","MG",100,66.7,51.3,38.09
"Lucena","PB",77.8,55.6,49.72,27
"Morrinhos","GO",92.3,84.6,50.1,56
"Iacanga","SP",66.7,100,51.57,71.41
"Roque Gonzales","RS",77.8,100,50.28,71.44
"Olivedos","PB",77.8,77.8,51.09,49.24
"Olímpia","SP",90,100,49.35,71.45
"Grupiara","MG",55.6,100,52,71.45
"Colombo","PR",94.1,94.1,49.31,65.57
"Tupaciguara","MG",90.9,81.8,49.96,53.27
"Tiros","MG",100,100,51.22,71.49
"Ibipitanga","BA",90.9,72.7,49.74,44.2
"Rafael Fernandes","RN",77.8,88.9,49.62,60.42
"Santa Branca","SP",77.8,100,49.95,71.53
"Caconde","SP",66.7,100,50.09,71.53
"Catolândia","BA",88.9,55.6,51.84,27.14
"Itaperuna","RJ",92.3,76.9,48.57,48.46
"João Monlevade","MG",100,66.7,47.61,38.27
"Dourados","MS",94.7,84.2,49.11,55.77
"Maiquinique","BA",77.8,55.6,51.74,27.17
"Mirante do Paranapanema","SP",88.9,77.8,50.78,49.39
"Bocaiúva do Sul","PR",100,100,50.53,71.65
"Nazaré Paulista","SP",72.7,100,51.5,71.66
"Brasilândia","MS",77.8,77.8,51.12,49.46
"Santa Rosa da Serra","MG",88.9,77.8,52.45,49.47
"Paraguaçu Paulista","SP",84.6,92.3,50.28,63.97
"Ibimirim","PE",81.8,54.5,49.53,26.18
"São Luís do Curu","CE",88.9,55.6,49.81,27.29
"Gramado Xavier","RS",88.9,100,51.49,71.69
"Taipu","RN",88.9,55.6,51.64,27.29
"Carlinda","MT",88.9,66.7,52.93,38.39
"Governador Eugênio Barros","MA",54.5,45.5,50.4,17.19
"Palotina","PR",88.9,100,48.8,71.7
"Joaquim Gomes","AL",90.9,54.5,51.03,26.22
"Urânia","SP",88.9,100,49.74,71.74
"Espigão Alto do Iguaçu","PR",88.9,88.9,51.02,60.64
"São José de Espinharas","PB",77.8,66.7,52.54,38.45
"Matina","BA",100,55.6,50.91,27.38
"Paty do Alferes","RJ",100,72.7,48.62,44.53
"Belo Jardim","PE",100,69.2,48.02,41.04
"Nova Lacerda","MT",100,66.7,53.64,38.56
"Rebouças","PR",77.8,100,50.8,71.88
"Dom Aquino","MT",66.7,55.6,51.67,27.48
"São José da Barra","MG",88.9,100,51.77,71.89
"Santa Tereza do Tocantins","TO",88.9,44.4,53.07,16.29
"Olímpio Noronha","MG",88.9,88.9,51.48,60.8
"Murutinga do Sul","SP",66.7,88.9,50.1,60.8
"Viçosa","RN",77.8,55.6,49.81,27.5
"Várzea","PB",100,88.9,50.64,60.82
"Cana Verde","MG",88.9,88.9,51.19,60.82
"Roseira","SP",77.8,88.9,50.44,60.82
"Campos Novos Paulista","SP",77.8,100,51.53,71.98
"Teixeiras","MG",66.7,77.8,48.82,49.79
"Jataúba","PE",90.9,63.6,49.69,35.61
"Seabra","BA",76.9,53.8,49.49,25.83
"Fronteira","MG",100,77.8,51.49,49.85
"Icatu","MA",81.8,36.4,52.07,8.46
"Santo Anastácio","SP",72.7,90.9,48.75,62.97
"Coreaú","CE",88.9,66.7,49.85,38.79
"Riversul","SP",88.9,100,49.44,72.11
"Rochedo de Minas","MG",88.9,77.8,51.32,49.95
"Jaquirana","RS",66.7,100,51.28,72.16
"Tomar do Geru","SE",66.7,55.6,50.84,27.76
"João Dias","RN",66.7,66.7,49.25,38.87
"Santo Antônio do Aracanguá","SP",88.9,77.8,50.87,49.97
"Serra Dourada","BA",81.8,54.5,51.03,26.67
"Teresópolis","RJ",91.7,91.7,47.8,63.91
"Coronel Bicaco","RS",88.9,100,49.07,72.21
"Tuparetama","PE",77.8,66.7,48.61,38.91
"Mantena","MG",90.9,63.6,48.27,35.83
"Planalto Alegre","SC",66.7,100,52.11,72.23
"Aiuaba","CE",72.7,54.5,50.1,26.74
"Mamonas","MG",88.9,66.7,50.36,38.97
"Rancho Alegre","PR",88.9,88.9,49.38,61.19
"Carmo do Rio Claro","MG",88.9,100,51.32,72.32
"Ipu","CE",84.6,61.5,49.52,33.82
"Aracitaba","MG",88.9,77.8,51.17,50.15
"Santa Maria da Serra","SP",100,88.9,50.73,61.26
"Pedrinópolis","MG",77.8,88.9,51.52,61.26
"Cruzália","SP",77.8,100,48.81,72.38
"São Felipe","BA",90.9,45.5,49.66,17.9
"Hulha Negra","RS",88.9,100,51.7,72.4
"Laranja da Terra","ES",100,100,51.03,72.42
"Machado","MG",84.6,84.6,49.99,57.02
"Arandu","SP",88.9,88.9,50.43,61.33
"Paulistana","PI",100,63.6,48.35,36.03
"Junco do Seridó","PB",88.9,66.7,49.8,39.15
"Bofete","SP",77.8,100,51.01,72.45
"Alvorada do Sul","PR",88.9,88.9,50.62,61.36
"Uraí","PR",77.8,88.9,49.52,61.36
"São Lourenço da Serra","SP",88.9,88.9,50.72,61.38
"Cianorte","PR",80,100,48.66,72.48
"Braga","RS",100,100,50.41,72.5
"Esmeralda","RS",77.8,100,49.62,72.51
"Cupira","PE",90.9,72.7,47.24,45.22
"Itaberaí","GO",84.6,69.2,50.46,41.73
"Uarini","AM",88.9,44.4,53.25,16.94
"Pureza","RN",88.9,55.6,50.77,28.16
"Quedas do Iguaçu","PR",92.3,92.3,50.31,64.86
